1.35	-0.783
0	-1.566
-1.35	-0.783
-1.35	0.783
0	1.566
1.35	0.783
2.7	-1.566
1.35	-2.349
0	-3.132
-1.35	-2.349
-2.7	-1.566
-2.7	0
-2.7	1.566
-1.35	2.349
0	3.132
1.35	2.349
2.7	1.566
2.7	0
4.05	-2.349
2.7	-3.132
1.35	-3.915
0	-4.698
-1.35	-3.915
-2.7	-3.132
-4.05	-2.349
-4.05	-0.783
-4.05	0.783
-4.05	2.349
-2.7	3.132
-1.35	3.915
0	4.698
1.35	3.915
2.7	3.132
4.05	2.349
4.05	0.783
4.05	-0.783
