2013 09 13 19 20 01 0.87
2013 09 13 19 21 30 0.79
2013 09 13 19 22 59 0.85
2013 09 13 19 24 28 1.07
2013 09 13 19 25 57 0.82
2013 09 13 19 27 26 0.84
2013 09 13 19 28 55 0.82
2013 09 13 19 30 25 0.74
2013 09 13 19 31 55 0.78
2013 09 13 19 33 26 0.61
2013 09 13 19 38 06 0.63
2013 09 13 19 39 35 0.59
2013 09 13 19 42 07 0.67
2013 09 13 19 43 39 0.82
2013 09 13 19 45 09 0.79
2013 09 13 19 46 41 0.79
2013 09 13 19 48 13 0.71
2013 09 13 19 49 44 0.76
2013 09 13 19 51 15 0.74
2013 09 13 19 52 47 0.72
2013 09 13 19 54 18 0.67
2013 09 13 19 55 48 0.64
2013 09 13 19 57 19 0.59
2013 09 13 19 58 51 0.62
2013 09 13 20 01 54 0.67
2013 09 13 20 03 25 0.48
2013 09 13 20 04 57 0.41
2013 09 13 20 06 29 0.55
2013 09 13 20 08 00 0.56
2013 09 13 20 09 30 0.53
2013 09 13 20 11 02 0.48
2013 09 13 20 12 32 0.75
2013 09 13 20 14 01 0.44
2013 09 13 20 15 32 0.38
2013 09 13 20 17 04 0.44
2013 09 13 20 18 36 0.52
2013 09 13 20 20 07 0.41
2013 09 13 20 21 39 0.46
2013 09 13 20 23 11 0.47
2013 09 13 20 24 42 0.39
2013 09 13 20 26 14 0.53
2013 09 13 20 27 45 0.45
2013 09 13 20 29 18 0.42
2013 09 13 20 30 49 0.49
2013 09 13 20 32 21 0.49
2013 09 13 20 33 53 0.44
2013 09 13 20 35 25 0.44
2013 09 13 20 36 56 0.42
2013 09 13 20 38 29 0.47
2013 09 13 20 40 00 0.48
2013 09 13 20 41 32 0.40
2013 09 13 20 43 04 0.41
2013 09 13 20 44 38 0.47
2013 09 13 20 49 48 0.45
2013 09 13 20 51 20 0.45
2013 09 13 20 52 52 0.40
2013 09 13 20 54 24 0.44
2013 09 13 20 55 56 0.41
2013 09 13 21 01 05 0.52
2013 09 13 21 02 40 0.47
2013 09 13 21 04 12 0.62
2013 09 13 21 05 44 0.44
2013 09 13 21 07 15 0.63
2013 09 13 21 08 46 0.51
2013 09 13 21 10 19 0.62
2013 09 13 21 11 51 0.56
2013 09 13 21 13 23 0.47
2013 09 13 21 14 55 0.57
2013 09 13 21 16 26 0.51
2013 09 13 21 17 58 0.52
2013 09 13 21 19 28 0.66
2013 09 13 21 21 31 0.66
2013 09 13 21 23 03 0.73
2013 09 13 21 24 36 0.57
2013 09 13 21 26 08 0.55
2013 09 13 21 27 40 0.54
2013 09 13 21 29 12 0.47
2013 09 13 21 30 45 0.43
2013 09 13 21 32 17 0.48
2013 09 13 21 33 49 0.40
2013 09 13 21 35 21 0.39
2013 09 13 21 36 53 0.43
2013 09 13 21 38 25 0.41
2013 09 13 21 39 57 0.43
2013 09 13 21 41 29 0.44
2013 09 13 21 43 01 0.46
2013 09 13 21 44 31 0.46
2013 09 13 21 47 36 0.48
2013 09 13 21 49 08 0.42
2013 09 13 21 54 24 0.40
2013 09 13 21 55 55 0.42
2013 09 13 21 57 28 0.42
2013 09 13 21 58 59 0.53
2013 09 13 22 00 32 0.47
2013 09 13 22 02 05 0.36
2013 09 13 22 03 36 0.36
2013 09 13 22 05 08 0.50
2013 09 13 22 06 39 0.35
2013 09 13 22 08 11 0.38
2013 09 13 22 09 43 0.39
2013 09 13 22 11 15 0.40
2013 09 13 22 12 47 0.36
2013 09 13 22 14 19 0.45
2013 09 13 22 15 52 0.42
2013 09 13 22 17 24 0.25
2013 09 13 22 18 56 0.28
2013 09 13 22 20 29 0.33
2013 09 13 22 22 02 0.28
2013 09 13 22 23 34 0.32
2013 09 13 22 25 07 0.40
2013 09 13 22 26 39 0.44
2013 09 13 22 28 11 0.38
2013 09 13 22 31 46 0.35
2013 09 13 22 34 49 0.33
2013 09 13 22 36 21 0.33
2013 09 13 22 37 53 0.31
2013 09 13 22 39 25 0.33
2013 09 13 22 40 57 0.36
2013 09 13 22 42 29 0.31
2013 09 13 22 44 01 0.31
2013 09 13 22 45 33 0.40
2013 09 13 22 47 06 0.40
2013 09 13 22 48 38 0.64
2013 09 13 22 50 10 0.40
2013 09 13 22 51 43 0.36
2013 09 13 22 53 15 0.39
2013 09 13 22 54 47 0.48
2013 09 13 22 56 19 0.51
2013 09 13 22 57 52 0.48
2013 09 13 22 59 24 0.42
2013 09 13 23 00 57 0.41
2013 09 13 23 02 29 0.39
2013 09 13 23 03 59 0.45
2013 09 13 23 05 32 0.46
2013 09 13 23 07 05 0.46
2013 09 13 23 08 37 0.43
2013 09 13 23 10 09 0.42
2013 09 13 23 11 41 0.34
2013 09 13 23 13 13 0.35
2013 09 13 23 15 15 0.54
2013 09 13 23 16 47 0.46
2013 09 13 23 18 19 0.44
2013 09 13 23 19 53 0.40
2013 09 13 23 21 25 0.40
2013 09 13 23 22 57 0.39
2013 09 13 23 24 30 0.46
2013 09 13 23 26 01 0.43
2013 09 13 23 27 36 0.44
2013 09 13 23 29 08 0.45
2013 09 13 23 30 41 0.48
2013 09 13 23 32 13 0.53
2013 09 13 23 33 45 0.43
2013 09 13 23 35 18 0.45
2013 09 13 23 36 50 0.56
2013 09 13 23 38 23 0.47
2013 09 13 23 39 55 0.46
2013 09 13 23 41 28 0.49
2013 09 13 23 43 01 0.51
2013 09 13 23 44 33 0.39
2013 09 13 23 46 05 0.46
2013 09 13 23 47 38 0.52
2013 09 13 23 49 10 0.50
2013 09 13 23 50 43 0.50
2013 09 13 23 52 15 0.52
2013 09 13 23 53 48 0.42
2013 09 13 23 55 21 0.51
2013 09 13 23 56 53 0.44
2013 09 13 23 58 27 0.49
2013 09 13 23 59 59 0.41
2013 09 14 00 01 32 0.47
2013 09 14 00 03 02 0.47
2013 09 14 00 04 35 0.47
2013 09 14 00 06 08 0.44
2013 09 14 00 07 40 0.49
2013 09 14 00 09 12 0.44
2013 09 14 00 10 46 0.44
2013 09 14 00 12 18 0.46
2013 09 14 00 13 51 0.45
2013 09 14 00 16 56 0.41
2013 09 14 00 18 26 0.43
2013 09 14 00 20 00 0.38
2013 09 14 00 21 33 0.38
2013 09 14 00 23 03 0.42
2013 09 14 00 24 34 0.39
2013 09 14 00 26 08 0.37
2013 09 14 00 27 41 0.40
2013 09 14 00 29 13 0.50
2013 09 14 00 30 46 0.48
2013 09 14 00 32 18 0.41
2013 09 14 00 33 51 0.35
2013 09 14 00 35 24 0.36
2013 09 14 00 36 58 0.31
2013 09 14 00 38 31 0.42
2013 09 14 00 40 04 0.37
2013 09 14 00 41 36 0.37
2013 09 14 00 43 09 0.41
2013 09 14 00 44 41 0.35
2013 09 14 00 46 14 0.45
2013 09 14 00 47 47 0.35
2013 09 14 00 54 22 0.29
2013 09 14 00 55 55 0.33
2013 09 14 00 57 28 0.36
2013 09 14 00 59 01 0.34
2013 09 14 01 00 34 0.35
2013 09 14 01 02 06 0.36
2013 09 14 01 03 39 0.36
2013 09 14 01 05 12 0.36
2013 09 14 01 06 45 0.33
2013 09 14 01 09 51 0.28
2013 09 14 01 11 24 0.27
2013 09 14 01 12 57 0.30
2013 09 14 01 14 30 0.32
2013 09 14 01 16 03 0.28
2013 09 14 01 17 41 0.30
2013 09 14 01 19 13 0.29
2013 09 14 01 20 46 0.34
2013 09 14 01 22 18 0.34
2013 09 14 01 23 52 0.31
2013 09 14 01 25 25 0.41
2013 09 14 01 26 58 0.40
2013 09 14 01 28 31 0.48
2013 09 14 01 30 04 0.41
2013 09 14 01 31 38 0.38
2013 09 14 01 33 11 0.37
2013 09 14 01 34 44 0.33
2013 09 14 01 36 19 0.31
2013 09 14 01 37 52 0.33
2013 09 14 01 39 26 0.35
2013 09 14 01 40 58 0.39
2013 09 14 01 42 31 0.39
2013 09 14 01 44 05 0.37
2013 09 14 01 45 38 0.32
2013 09 14 01 47 11 0.31
2013 09 14 01 48 44 0.33
2013 09 14 01 50 19 0.34
2013 09 14 01 51 52 0.30
2013 09 14 01 53 25 0.32
2013 09 14 01 54 59 0.34
2013 09 14 01 56 31 0.30
2013 09 14 01 58 04 0.31
2013 09 14 01 59 37 0.31
2013 09 14 02 01 11 0.31
2013 09 14 02 02 44 0.32
2013 09 14 02 04 18 0.29
2013 09 14 02 05 51 0.34
2013 09 14 02 07 24 0.34
2013 09 14 02 08 57 0.35
2013 09 14 02 10 30 0.35
2013 09 14 02 12 03 0.38
2013 09 14 02 13 41 0.36
2013 09 14 02 15 13 0.38
2013 09 14 02 16 47 0.35
2013 09 14 02 18 20 0.35
2013 09 14 02 19 52 0.32
2013 09 14 02 21 25 0.32
2013 09 14 02 22 59 0.33
2013 09 14 02 24 33 0.34
2013 09 14 02 26 05 0.32
2013 09 14 02 27 39 0.38
2013 09 14 02 29 11 0.36
2013 09 14 02 30 45 0.36
2013 09 14 02 32 18 0.34
2013 09 14 02 33 53 0.35
2013 09 14 02 35 27 0.30
2013 09 14 02 37 00 0.38
2013 09 14 02 38 34 0.33
2013 09 14 02 40 08 0.36
2013 09 14 02 41 41 0.36
2013 09 14 02 43 14 0.33
2013 09 14 02 45 19 0.34
2013 09 14 02 46 53 0.38
2013 09 14 02 48 26 0.41
2013 09 14 02 49 59 0.40
2013 09 14 02 51 32 0.45
2013 09 14 02 53 06 0.43
2013 09 14 02 54 37 0.40
2013 09 14 02 56 10 0.45
2013 09 14 02 57 43 0.46
2013 09 14 02 59 16 0.43
2013 09 14 03 00 50 0.44
2013 09 14 03 02 23 0.41
2013 09 14 03 03 57 0.39
2013 09 14 03 05 30 0.34
2013 09 14 03 07 02 0.33
2013 09 14 03 08 38 0.34
2013 09 14 03 10 10 0.35
2013 09 14 03 11 44 0.33
2013 09 14 03 13 17 0.34
2013 09 14 03 14 50 0.31
2013 09 14 03 16 22 0.33
2013 09 14 03 17 57 0.34
2013 09 14 03 19 30 0.33
2013 09 14 03 21 03 0.45
2013 09 14 03 22 37 0.36
2013 09 14 03 24 11 0.43
2013 09 14 03 25 44 0.43
2013 09 14 03 27 17 0.38
2013 09 14 03 28 49 0.39
2013 09 14 03 30 21 0.38
2013 09 14 03 31 55 0.39
2013 09 14 03 33 27 0.38
2013 09 14 03 36 34 0.34
2013 09 14 03 38 08 0.34
2013 09 14 03 39 41 0.29
2013 09 14 03 41 15 0.33
2013 09 14 03 42 48 0.30
2013 09 14 03 44 22 0.31
2013 09 14 03 45 55 0.27
2013 09 14 03 47 27 0.30
2013 09 14 03 49 01 0.25
2013 09 14 03 56 41 0.26
2013 09 14 03 58 15 0.24
2013 09 14 03 59 48 0.23
2013 09 14 04 01 22 0.27
2013 09 14 04 02 57 0.26
2013 09 14 04 04 31 0.29
2013 09 14 04 07 40 0.22
2013 09 14 04 09 14 0.22
2013 09 14 04 10 47 0.24
2013 09 14 04 12 21 0.27
2013 09 14 04 13 55 0.24
2013 09 14 04 15 29 0.28
2013 09 14 04 17 02 0.24
2013 09 14 04 21 45 0.21
2013 09 14 04 23 19 0.26
2013 09 14 04 24 52 0.21
2013 09 14 04 26 27 0.23
2013 09 14 04 28 01 0.28
2013 09 14 04 29 38 0.27
2013 09 14 04 31 11 0.24
2013 09 14 04 32 47 0.25
2013 09 14 04 34 21 0.31
2013 09 14 04 36 25 0.28
2013 09 14 04 37 59 0.35
2013 09 14 04 39 32 0.35
2013 09 14 04 41 07 0.33
2013 09 14 04 42 40 0.25
2013 09 14 04 44 15 0.26
2013 09 14 04 46 21 0.40
2013 09 14 04 47 54 0.39
2013 09 14 04 49 29 0.33
2013 09 14 04 51 03 0.43
2013 09 14 04 52 37 0.27
2013 09 14 04 54 11 0.30
2013 09 14 04 55 45 0.30
2013 09 14 04 57 19 0.42
2013 09 14 04 59 09 0.35
2013 09 14 05 00 43 0.44
2013 09 14 05 02 17 0.29
2013 09 14 05 03 51 0.26
2013 09 14 05 05 23 0.30
2013 09 14 05 06 55 0.27
2013 09 14 05 08 27 0.30
2013 09 14 05 09 59 0.30
2013 09 14 05 11 33 0.32
2013 09 14 05 13 05 0.30
2013 09 14 05 14 39 0.31
2013 09 14 05 16 13 0.56
2013 09 14 05 17 45 0.39
2013 09 14 05 19 19 0.36
2013 09 14 05 20 54 0.39
2013 09 14 05 22 28 0.32
2013 09 14 05 24 02 0.41
2013 09 14 05 25 35 0.38
2013 09 14 05 27 09 0.49
